video_channelId,video_channelTitle,video_channelSubscriber,video_id,video_title,video_publishedAt,video_description,video_thumbnails,video_tags,video_categoryId,video_viewCount,video_likeCount,video_commentCount,video_duration_teaser,video_id_mv_official,video_title_mv_official,video_publishedAt_mv_official,video_duration_mv_official,video_viewCount_mv_official,total_day_mv_published
UCcADqTjMyMol8B8mWm9n6rA,SECHSKIES,545000,ASTklj0bfF8,SECHSKIES - 'ALL FOR YOU' M/V TEASER,2020-01-23 07:00:00+00:00,#SECHSKIES #젝스키스 #THE1STMINIALBUM #ALLFORYOU #MVTEASER #20200128_6PM #YG,https://i.ytimg.com/vi/ASTklj0bfF8/default.jpg,"['YG Entertainment', 'YG', '와이지', 'K-pop', '젝스키스', '젝키', 'SECHSKIES', '은지원', '장수원', '이재진', '김재덕', 'Jang Suwon', 'Eun Jiwon', 'Lee Jaijin', 'Kim Jaeduck', 'ALL FOR YOU', '젝키 ALL FOR YOU', '젝스키스 ALL FOR YOU', 'SECHSKIES ALL FOR YOU', '올포유', '젝키 올포유', '젝키 컴백']",10,83827.0,10210.0,495.0,PT36S,X-jbgKPEf40,SECHSKIES - 'ALL FOR YOU' M/V,2020-01-28 09:00:10+00:00,PT4M11S,9071575.0,1019.0
UCcADqTjMyMol8B8mWm9n6rA,SECHSKIES,545000,9aDxjTXRyGw,EUN JIWON(은지원) - ‘불나방 (I’M ON FIRE) (Feat. Blue.D)’ M/V TEASER,2019-06-25 01:00:01+00:00,#EUNJIWON #은지원 #G1 #불나방 #ImOnFire #YG,https://i.ytimg.com/vi/9aDxjTXRyGw/default.jpg,"['젝스키스', '젝키', 'SECHSKIES', '은지원', 'EUN JIWON', '불나방', 'I’M ON FIRE', 'Blue.D', '은지원 솔로', '은지원 불나방', 'G1']",10,159643.0,14684.0,893.0,PT32S,iR7HsIrFqoU,EUN JIWON(은지원) - '불나방 (I’M ON FIRE) (Feat. Blue.D)' M/V,2019-06-27 09:00:06+00:00,PT3M40S,13197512.0,1234.0
UCcADqTjMyMol8B8mWm9n6rA,SECHSKIES,545000,EuWyOcvZ0Ac,SECHSKIES - ‘웃어줘(SMILE)’ M/V TEASER,2017-09-20 07:00:00+00:00,"#SECHSKIES #젝스키스 #젝키 #ANOTHERLIGHT #웃어줘 #SMILE #MV #TEASER #20170921 #6PM #5THFULLALBUM #NEWRELEASE #YG

More about SECHSKIES @ 
https://www.youtube.com/c/officialsechskies
https://www.facebook.com/OfficialSECHSKIES/
http://www.twitter.com/ygent_official
http://yg-sechskies.com",https://i.ytimg.com/vi/EuWyOcvZ0Ac/default.jpg,"['젝스키스', '젝키', 'SECHSKIES', '은지원', '장수원', '강성훈', '이재진', '김재덕', 'ANOTHERLIGHT', '웃어줘', 'SMILE', 'SOMETHINGSPECIAL', '5THFULLALBUM']",10,45858.0,4241.0,268.0,PT31S,eijTpIN6tsA,SECHSKIES - ‘웃어줘(SMILE)’ M/V,2017-09-21 09:00:03+00:00,PT3M52S,1020612.0,1878.0
UCcADqTjMyMol8B8mWm9n6rA,SECHSKIES,545000,XL3EWBlu0k4,SECHSKIES - ‘특별해(SOMETHING SPECIAL)’ M/V TEASER,2017-09-20 01:00:00+00:00,"#SECHSKIES #젝스키스 #젝키 #ANOTHERLIGHT #특별해 #SOMETHINGSPECIAL #MV #TEASER #20170921 #6PM #5THFULLALBUM #NEWRELEASE #YG

More about SECHSKIES @ 
https://www.youtube.com/c/officialsechskies
https://www.facebook.com/OfficialSECHSKIES/
http://www.twitter.com/ygent_official
http://yg-sechskies.com",https://i.ytimg.com/vi/XL3EWBlu0k4/default.jpg,"['젝스키스', '젝키', 'SECHSKIES', '은지원', '장수원', '강성훈', '이재진', '김재덕', 'ANOTHERLIGHT', '특별해', 'SOMETHINGSPECIAL', '5THFULLALBUM']",10,74231.0,5770.0,475.0,PT15S,MEaZkhrHOsE,SECHSKIES - ‘특별해(SOMETHING SPECIAL)’ M/V,2017-09-21 15:00:02+00:00,PT3M21S,6962568.0,1878.0
UCcADqTjMyMol8B8mWm9n6rA,SECHSKIES,545000,pIVplcbmQfk,SECHSKIES - '아프지 마요(BE WELL)' M/V TEASER,2017-04-27 01:00:02+00:00,"#SECHSKIES #젝스키스 #젝키 #THE20THANNIVERSARY #아프지마요 #BEWELL #MV #TEASER #NEWALBUM #RELEASE #20170428 #6PM #YG

More about SECHSKIES @ 
https://www.youtube.com/c/officialsechskies
https://www.facebook.com/OfficialSECHSKIES/
http://www.twitter.com/ygent_official
http://yg-sechskies.com",https://i.ytimg.com/vi/pIVplcbmQfk/default.jpg,"['젝스키스', '젝키', 'SECHSKIES', '은지원', '장수원', '강성훈', '이재진', '김재덕', 'COMEBACK', '컴백', '슬픈노래', 'SAD SONG']",10,96098.0,5467.0,396.0,PT17S,ZYwXHV5-x6w,SECHSKIES - ‘아프지 마요 (BE WELL)’ M/V,2017-04-28 09:00:05+00:00,PT4M21S,4147745.0,2024.0
UCcADqTjMyMol8B8mWm9n6rA,SECHSKIES,545000,yBXWbfl0fkg,SECHSKIES - '슬픈 노래(SAD SONG)' M/V TEASER,2017-04-26 01:00:04+00:00,"#SECHSKIES #젝스키스 #젝키 #THE20THANNIVERSARY #슬픈노래 #SADSONG #MV #TEASER #NEWALBUM #RELEASE #20170428 #6PM #YG

More about SECHSKIES @ 
https://www.youtube.com/c/officialsechskies
https://www.facebook.com/OfficialSECHSKIES/
http://www.twitter.com/ygent_official
http://yg-sechskies.com",https://i.ytimg.com/vi/yBXWbfl0fkg/default.jpg,"['젝스키스', '젝키', 'SECHSKIES', '은지원', '장수원', '강성훈', '이재진', '김재덕', '컴백', 'COMEBACK']",10,157450.0,9085.0,865.0,PT38S,iTt9rS2RH-o,SECHSKIES - ‘슬픈 노래 (SAD SONG)’ M/V,2017-04-28 09:00:03+00:00,PT3M31S,2490464.0,2024.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,gWObHXG9Ikg,iKON - '너라는 이유 (BUT YOU)' M/V TEASER,2022-04-26 15:00:32+00:00,#iKON #아이콘 #4thMINIALBUM #FLASHBACK #TITLE #너라는이유 #BUTYOU #MV_TEASER #RELEASE #20220503_6PM #YG,https://i.ytimg.com/vi/gWObHXG9Ikg/default.jpg,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'iKON', '아이콘', '김진환', '송윤형', 'BOBBY', '김동혁', '구준회', '정찬우', 'iKONIC', 'YUNHYEONG', 'DONGHYUK', 'DK', 'JAY', 'JINHWAN', 'CHANWOO', 'JU-NE', 'iKON ON AIR', '아이콘 온에어']",10,865917.0,138831.0,12177.0,PT26S,r5n1GCY-nYQ,iKON - '너라는 이유 (BUT YOU)' M/V,2022-05-03 09:06:30+00:00,PT3M44S,18637279.0,193.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,8Mz95do8bD4,iKON - ‘왜왜왜 (Why Why Why)’ M/V TEASER,2021-02-28 15:00:03+00:00,#iKON #아이콘 #DIGITAL_SINGLE #왜왜왜 #WHYWHYWHY #MV_TEASER #JAY #진환 #BOBBY #바비 #SONG #윤형 #JU_NE #준회 #DK #동혁 #CHAN #찬우 #20210303_6PM #YG,https://i.ytimg.com/vi/8Mz95do8bD4/default.jpg,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'iKON', '아이콘', '김진환', '송윤형', 'BOBBY', '김동혁', '구준회', '정찬우', 'Jinhwan', 'Yunhyeong', 'Donghyuk', 'Ju-ne', 'Chanwoo', 'iKONIC', '아이콘 왜왜왜', 'iKON Why Why Why', 'iKON 왜왜왜', '왜왜왜', 'Why Why Why', '아이콘 Why Why Why']",10,1020934.0,178337.0,11531.0,PT23S,DslHQto2V7I,iKON - ‘왜왜왜 (Why Why Why)’ M/V,2021-03-03 09:00:17+00:00,PT3M42S,32132480.0,619.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,Pavykdq85o0,BOBBY - '야 우냐 (U MAD)' M/V TEASER #2,2021-01-22 15:00:08+00:00,#BOBBY #바비 #iKON #아이콘 #2ndFULLALBUM #LUCKYMAN #TITLE #야우냐 #U_MAD #MV_TEASER #20210125_6PM #YG,https://i.ytimg.com/vi/Pavykdq85o0/default.jpg,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'iKON', '아이콘', '김진환', '송윤형', 'BOBBY', '김동혁', '구준회', '정찬우', 'Jinhwan', 'Yunhyeong', 'Donghyuk', 'Ju-ne', 'Chanwoo', 'iKONIC', 'i DECIDE', '아이콘 i DECIDE', 'iKON i DECIDE', 'iKON 뛰어들게', '아이콘 뛰어들게', '뛰어들게', 'DIVE', 'iKON DIVE', 'BOBBY LUCKY MAN', 'BOBBY 야 우냐', 'BOBBY U MAD', '바비 야 우냐', '바비 U MAD', '바비 LUCKY MAN', '야 우냐', 'U MAD']",10,509155.0,94883.0,3748.0,PT22S,DGXbNENEpwM,BOBBY - '야 우냐 (U MAD)' M/V,2021-01-25 09:00:19+00:00,PT3M4S,10382315.0,656.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,l8lbqWgByyw,BOBBY - '야 우냐 (U MAD)' M/V TEASER #1,2021-01-21 15:00:15+00:00,#BOBBY #바비 #iKON #아이콘 #2ndFULLALBUM #LUCKYMAN #TITLE #야우냐 #U_MAD #MV_TEASER #20210125_6PM #YG,https://i.ytimg.com/vi/l8lbqWgByyw/default.jpg,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'iKON', '아이콘', '김진환', '송윤형', 'BOBBY', '김동혁', '구준회', '정찬우', 'Jinhwan', 'Yunhyeong', 'Donghyuk', 'Ju-ne', 'Chanwoo', 'iKONIC', 'i DECIDE', '아이콘 i DECIDE', 'iKON i DECIDE', 'iKON 뛰어들게', '아이콘 뛰어들게', '뛰어들게', 'DIVE', 'iKON DIVE', 'BOBBY U MAD', 'BOBBY 야 우냐', '야 우나', 'U MAD', '바비 야 우냐', '바비 U MAD']",10,657721.0,129899.0,7058.0,PT21S,DGXbNENEpwM,BOBBY - '야 우냐 (U MAD)' M/V,2021-01-25 09:00:19+00:00,PT3M4S,10382315.0,656.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,hlJCCyv1Amg,iKON - '뛰어들게(Dive)' M/V TEASER #2,2020-02-05 00:00:08+00:00,#iKON #아이콘 #The3rdMiniAlbum #i_DECIDE #뛰어들게 #Dive #MVteaser #20200206_6PM #YG,https://i.ytimg.com/vi/hlJCCyv1Amg/default.jpg,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'iKON', '아이콘', '김진환', '송윤형', 'BOBBY', '김동혁', '구준회', '정찬우', 'Jinhwan', 'Yunhyeong', 'Donghyuk', 'Ju-ne', 'Chanwoo', 'iKONIC', 'i DECIDE', '아이콘 i DECIDE', 'iKON i DECIDE', 'iKON 뛰어들게', '아이콘 뛰어들게', '뛰어들게', 'DIVE', 'iKON DIVE', '뛰어들게 티저', '아이콘 티저']",10,650856.0,97315.0,3150.0,PT28S,brP5M0o4hi8,iKON - '뛰어들게(Dive)' M/V,2020-02-06 09:00:08+00:00,PT3M21S,39194863.0,1010.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,dOKCBxFcUOM,iKON - '뛰어들게(Dive)' M/V TEASER,2020-02-03 00:00:04+00:00,#iKON #아이콘 #The3rdMiniAlbum #i_DECIDE #뛰어들게 #Dive #MVteaser #20200206_6PM #YG,https://i.ytimg.com/vi/dOKCBxFcUOM/default.jpg,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'iKON', '아이콘', '김진환', '송윤형', 'BOBBY', '김동혁', '구준회', '정찬우', 'Jinhwan', 'Yunhyeong', 'Donghyuk', 'Ju-ne', 'Chanwoo', 'iKONIC', 'i DECIDE', '아이콘 i DECIDE', 'iKON i DECIDE', 'iKON 뛰어들게', '아이콘 뛰어들게', '뛰어들게', 'DIVE', 'iKON DIVE', '아이콘 티저', 'iKON 티저', '뛰어들게 티저']",10,846420.0,127513.0,4570.0,PT24S,brP5M0o4hi8,iKON - '뛰어들게(Dive)' M/V,2020-02-06 09:00:08+00:00,PT3M21S,39194863.0,1010.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,mvk7OoT56Vc,iKON - 'I'M OK' M/V TEASER,2019-01-06 07:00:03+00:00,#iKON #아이콘 #NewKidsRepackage #Title #IM_OK #MV #Teaser #20190107_6pm #ComingSoon #YG,https://i.ytimg.com/vi/mvk7OoT56Vc/default.jpg,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'iKON', '아이콘', '김진환', '송윤형', 'BOBBY', '김동혁', '구준회', '정찬우', 'Jinhwan', 'Yunhyeong', 'Donghyuk', 'Ju-ne', 'Chanwoo', 'iKONIC']",10,1082659.0,139397.0,6728.0,PT30S,yqszm7AnX-4,iKON - 'I'M OK' M/V,2019-01-07 09:00:06+00:00,PT3M50S,42111217.0,1405.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,Gb2LD1y7fV0,iKON - ‘죽겠다(KILLING ME)’ M/V TEASER 2,2018-07-31 05:00:00+00:00,#iKON #아이콘 #NewMiniAlbum #NewKids #Continue #MV #SECOND #TEASER #20180802_6PM #ComingSoon #YG,https://i.ytimg.com/vi/Gb2LD1y7fV0/default.jpg,"['iKON', '아이콘']",10,1405330.0,134389.0,8833.0,PT20S,RyVS7R9PN6U,iKON - '죽겠다(KILLING ME)' M/V,2018-08-02 09:00:05+00:00,PT3M22S,218060072.0,1563.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,FfzFb_mKx6o,iKON - ‘죽겠다(KILLING ME)’ M/V TEASER,2018-07-30 00:30:02+00:00,#iKON #아이콘 #NewMiniAlbum #NewKids #Continue #MV #TEASER #20180802_6PM #ComingSoon #YG,https://i.ytimg.com/vi/FfzFb_mKx6o/default.jpg,"['iKON', '아이콘', 'NewKids', 'YG']",10,1667840.0,174250.0,11680.0,PT21S,RyVS7R9PN6U,iKON - '죽겠다(KILLING ME)' M/V,2018-08-02 09:00:05+00:00,PT3M22S,218060072.0,1563.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,T2mI9rkpoZQ,BOBBY - ‘사랑해(I LOVE YOU)’ M/V TEASER,2017-09-13 01:00:00+00:00,"#BOBBY #사랑해 #ILOVEYOU #MV #TEASER #20170914 #6PM #FIRST #SOLO #ALBUM #LOVEANDFALL #NEWRELEASE #YG

More about iKON @
http://www.yg-ikon.com/
http://www.facebook.com/OfficialYGiKON
http://www.youtube.com/OfficialYGiKON
http://www.sptfy.com/iKON
http://www.weibo.com/iKONOFFICIAL
http://www.twitter.com/ygent_official",https://i.ytimg.com/vi/T2mI9rkpoZQ/default.jpg,"['JAY', 'BOBBY', 'SONG', 'JUNE', 'DK', 'CHAN', 'BI', 'iKON', '바비', '김바비', '김밥']",10,338902.0,33579.0,1301.0,PT35S,KBk0-QDjWfA,BOBBY - ‘사랑해(I LOVE YOU)’ M/V,2017-09-14 16:08:41+00:00,PT3M43S,14388191.0,1885.0
UCWxCyZibDIWIrGIgP25mbfw,iKON,8750000,4gc-MK0gOXg,BOBBY - ‘RUNAWAY’ M/V TEASER,2017-09-11 05:00:00+00:00,"#BOBBY #RUNAWAY #MV #TEASER #20170914 #6PM #FIRST #SOLO #ALBUM #LOVEANDFALL #NEWRELEASE #YG

More about iKON @
http://www.yg-ikon.com/
http://www.facebook.com/OfficialYGiKON
http://www.youtube.com/OfficialYGiKON
http://www.sptfy.com/iKON
http://www.weibo.com/iKONOFFICIAL
http://www.twitter.com/ygent_official",https://i.ytimg.com/vi/4gc-MK0gOXg/default.jpg,"['JAY', 'BOBBY', 'SONG', 'JUNE', 'DK', 'CHAN', 'BI', 'iKON', '바비', '김바비', '김밥']",10,390293.0,41507.0,1531.0,PT32S,_MKJY4vAc5o,BOBBY - ‘RUNAWAY’ M/V,2017-09-14 16:03:13+00:00,PT4M25S,8827802.0,1885.0
UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,26000000,1tWNu1wy3hA,"Xdinary Heroes ""Hair Cut"" M/V Teaser 2",2022-11-08 15:06:01+00:00,"Xdinary Heroes ""Hair Cut"" M/V Teaser 2

Listen to Xdinary Heroes ""Hair Cut""
iTunes & Apple Music : https://apple.co/3EkHhtt
Spotify : https://spoti.fi/3EnM0uj

Xdinary Heroes Official YouTube: https://www.youtube.com/c/xdinaryheroesofficial
Xdinary Heroes Official Facebook: https://www.facebook.com/XdinaryHeroes/
Xdinary Heroes Official Twitter: https://twitter.com/XH_official
Xdinary Heroes Official Instagram: https://www.instagram.com/xdinaryheroes_official/
Xdinary Heroes Official Fan's: https://fans.jype.com/XdinaryHeroes
Xdinary Heroes Official Homepage: https://xdinaryheroes.jype.com/

#XdinaryHeroes
#WE_ARE_ALL_HEROES

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.",https://i.ytimg.com/vi/1tWNu1wy3hA/default.jpg,"['JYP Entertainment', 'JYP', 'Xdinary Heroes', '엑스디너리히어로즈', '건일', 'Gun-il', '정수', 'Jungsu', '가온', 'Gaon', 'O.de', 'Jun Han', '준한', '주연', 'Jooyeon']",10,217463.0,52291.0,1444.0,PT36S,B8fqpRIQZ5M,"Xdinary Heroes ""Hair Cut"" M/V",2022-11-11 04:59:58+00:00,PT3M41S,3399339.0,2.0
UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,26000000,Asjlq_Xi9ac,"Xdinary Heroes ""Hair Cut"" M/V Teaser 1",2022-11-07 15:06:00+00:00,"Xdinary Heroes ""Hair Cut"" M/V Teaser 1

Listen to Xdinary Heroes ""Hair Cut""
iTunes & Apple Music : https://apple.co/3EkHhtt
Spotify : https://spoti.fi/3EnM0uj

Xdinary Heroes Official YouTube: https://www.youtube.com/c/xdinaryheroesofficial
Xdinary Heroes Official Facebook: https://www.facebook.com/XdinaryHeroes/
Xdinary Heroes Official Twitter: https://twitter.com/XH_official
Xdinary Heroes Official Instagram: https://www.instagram.com/xdinaryheroes_official/
Xdinary Heroes Official Fan's: https://fans.jype.com/XdinaryHeroes
Xdinary Heroes Official Homepage: https://xdinaryheroes.jype.com/

#XdinaryHeroes
#WE_ARE_ALL_HEROES

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.",https://i.ytimg.com/vi/Asjlq_Xi9ac/default.jpg,"['JYP Entertainment', 'JYP', 'Xdinary Heroes', '엑스디너리히어로즈', '건일', 'Gun-il', '정수', 'Jungsu', '가온', 'Gaon', 'O.de', 'Jun Han', '준한', '주연', 'Jooyeon']",10,306270.0,65219.0,1862.0,PT21S,B8fqpRIQZ5M,"Xdinary Heroes ""Hair Cut"" M/V",2022-11-11 04:59:58+00:00,PT3M41S,3399339.0,2.0
UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,26000000,CmaEPDdUXcQ,"Stray Kids ""CASE 143"" M/V Teaser 2",2022-10-03 14:59:57+00:00,"Stray Kids(스트레이 키즈) ""CASE 143"" M/V Teaser 2

💗Listen to ＜MAXIDENT＞ now!
⚡http://Stray-Kids.lnk.to/MAXIDENT 

Stray Kids ""MAXIDENT""
iTunes & Apple Music: https://stray-kids.lnk.to/MAXIDENT/AppleMusic
Spotify: https://stray-kids.lnk.to/MAXIDENT/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#MAXIDENT
#CASE143
#StrayKidsComeback
#YouMakeStrayKidsStay

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.",https://i.ytimg.com/vi/CmaEPDdUXcQ/default.jpg,"['JYP Entertainment', 'JYP', 'Stray Kids', '스트레이 키즈', 'SKZ', '스키즈', '방찬', 'BANG CHAN', '리노', '이민호', 'LEE KNOW', 'MINHO', 'LEEMINHO', '창빈', '서창빈', 'CHANGBIN', 'SEOCHANGBIN', '현진', '황현진', 'HYUNJIN', 'HWANGHYUNJIN', '한', '지성', '한지성', 'HAN', 'JISUNG', 'HANJISUNG', '필릭스', 'FELIX', '승민', '김승민', 'SEUNGMIN', 'KIMSEUNGMIN', '아이엔', '양정인', '정인', 'I.N', 'YANGJEONGIN', 'stray kids comeback', '스트레이 키즈 컴백', '스키즈 컴백', 'skz comeback', '스키즈 티저', 'skz teaser', 'skz mv teaser', 'MAXIDENT', 'Stray Kids MAXIDENT', '스키즈 MAXIDENT', '스키즈 맥시던트', '케이스143 티저', 'case143 teaser', 'case143 mv teaser', 'skz case 143 mv', 'case 143 performance']",10,2205106.0,353482.0,12179.0,PT22S,jYSlpC6Ud2A,"Stray Kids ""CASE 143"" M/V",2022-10-07 03:59:56+00:00,PT3M41S,54309685.0,37.0
UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,26000000,PlU26C7FDFk,"Stray Kids ""CASE 143"" M/V Teaser 1",2022-10-02 14:59:58+00:00,"Stray Kids(스트레이 키즈) ""CASE 143"" M/V Teaser 1

💗Listen to ＜MAXIDENT＞ now!
⚡http://Stray-Kids.lnk.to/MAXIDENT 

Stray Kids ""MAXIDENT""
iTunes & Apple Music: https://stray-kids.lnk.to/MAXIDENT/AppleMusic
Spotify: https://stray-kids.lnk.to/MAXIDENT/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#MAXIDENT
#CASE143
#StrayKidsComeback
#YouMakeStrayKidsStay

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.",https://i.ytimg.com/vi/PlU26C7FDFk/default.jpg,"['JYP Entertainment', 'JYP', 'Stray Kids', '스트레이 키즈', 'SKZ', '스키즈', '방찬', 'BANG CHAN', '리노', '이민호', 'LEE KNOW', 'MINHO', 'LEEMINHO', '창빈', '서창빈', 'CHANGBIN', 'SEOCHANGBIN', '현진', '황현진', 'HYUNJIN', 'HWANGHYUNJIN', '한', '지성', '한지성', 'HAN', 'JISUNG', 'HANJISUNG', '필릭스', 'FELIX', '승민', '김승민', 'SEUNGMIN', 'KIMSEUNGMIN', '아이엔', '양정인', '정인', 'I.N', 'YANGJEONGIN', 'JEONGIN', 'stray kids comeback', '스트레이 키즈 컴백', '스키즈 컴백', 'skz comeback', '스키즈 티저', 'skz teaser', 'skz mv teaser', 'MAXIDENT', 'Stray Kids MAXIDENT', '스키즈 MAXIDENT', '스키즈 맥시던트', '케이스143 티저', 'case143 teaser', 'case143 mv teaser', 'case143', 'skz case 143 mv']",10,1365277.0,289395.0,7272.0,PT22S,jYSlpC6Ud2A,"Stray Kids ""CASE 143"" M/V",2022-10-07 03:59:56+00:00,PT3M41S,54309685.0,37.0
UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,26000000,mEJhsPDa_Dg,"NMIXX ""DICE"" M/V Teaser 2",2022-09-16 15:00:52+00:00,"NMIXX ""DICE"" M/V Teaser 2

NMIXX Official YouTube ▶ https://www.youtube.com/c/NMIXXOfficial
NMIXX Official Twitter ▶ https://twitter.com/NMIXX_official
NMIXX Official Instagram ▶ https://www.instagram.com/nmixx_official/
NMIXX Official Facebook ▶ https://www.facebook.com/NMIXXOfficial/
NMIXX Official Weibo ▶ https://weibo.com/NMIXXOfficial
NMIXX Official Website ▶ https://nmixx.jype.com/
NMIXX Official Fan's ▶ https://fans.jype.com/nmixx
NMIXX Official V LIVE ▶ https://www.vlive.tv/channel/81BFAF
NMIXX Official TikTok ▶ www.tiktok.com/@nmixx_official

ⓒ 2022 JYP Entertainment. All Rights Reserved

#NMIXX #엔믹스
#ENTWURF
#DICE",https://i.ytimg.com/vi/mEJhsPDa_Dg/default.jpg,"['JYP Entertainment', 'JYP', 'NMIXX', '엔믹스', '릴리', 'LILY', 'LILY M', '해원', 'HAEWON', '오해원', '설윤', 'SULLYOON', '설윤아', '지니', 'JINNI', '최윤진', '배이', 'BAE', '배진솔', '지우', 'JIWOO', '김지우', '규진', 'KYUJIN', '장규진', 'JYPn', 'kpop', 'girlgroup', 'ENTWURF', 'DICE']",10,2501722.0,229816.0,5615.0,PT24S,p1bjnyDqI9k,"NMIXX ""DICE"" M/V",2022-09-19 09:00:23+00:00,PT3M19S,61914969.0,54.0
UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,26000000,5Zi2c18wy4Q,"NMIXX ""DICE"" M/V Teaser",2022-09-15 15:00:09+00:00,"NMIXX ""DICE"" M/V Teaser

NMIXX Official YouTube ▶ https://www.youtube.com/c/NMIXXOfficial
NMIXX Official Twitter ▶ https://twitter.com/NMIXX_official
NMIXX Official Instagram ▶ https://www.instagram.com/nmixx_official/
NMIXX Official Facebook ▶ https://www.facebook.com/NMIXXOfficial/
NMIXX Official Weibo ▶ https://weibo.com/NMIXXOfficial
NMIXX Official Website ▶ https://nmixx.jype.com/
NMIXX Official Fan's ▶ https://fans.jype.com/nmixx
NMIXX Official V LIVE ▶ https://www.vlive.tv/channel/81BFAF
NMIXX Official TikTok ▶ www.tiktok.com/@nmixx_official

ⓒ 2022 JYP Entertainment. All Rights Reserved

#NMIXX #엔믹스
#ENTWURF
#DICE",https://i.ytimg.com/vi/5Zi2c18wy4Q/default.jpg,"['JYP Entertainment', 'JYP', 'NMIXX', '엔믹스', '릴리', 'LILY', 'LILY M', '해원', 'HAEWON', '오해원', '설윤', 'SULLYOON', '설윤아', '지니', 'JINNI', '최윤진', '배이', 'BAE', '배진솔', '지우', 'JIWOO', '김지우', '규진', 'KYUJIN', '장규진', 'JYPn', 'kpop', 'girlgroup', 'ENTWURF', 'DICE']",10,2500272.0,275546.0,6606.0,PT33S,p1bjnyDqI9k,"NMIXX ""DICE"" M/V",2022-09-19 09:00:23+00:00,PT3M19S,61914969.0,54.0
UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,26000000,9dgSmKZsV2I,"Bernard Park ""All day"" M/V Teaser",2022-09-04 15:00:10+00:00,"Bernard Park ""All day"" M/V Teaser

Listen to Bernard Park ""All day""
iTunes & Apple Music : http://apple.co/3QfJc5b
Spotify : http://spoti.fi/3euPRvm

Bernard Park Official YouTube: https://youtube.com/c/bernardparkofficial
Bernard Park Official Facebook: https://facebook.com/BernardParkOfficial
Bernard Park Official Twitter: https://twitter.com/Bernard_JYPE
Bernard Park Official Homepage: https://bernardpark.jype.com

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.",https://i.ytimg.com/vi/9dgSmKZsV2I/default.jpg,"['JYP Entertainment', 'JYP', '낙준', 'NakJoon', '버나드박', '버나드 박', 'Bernard Park', 'JYP 버나드박', '박낙준', 'KPOPSTAR', '케이팝스타', 'All Day', '하루종일 부르지', 'To whom it may concern']",10,143842.0,14342.0,381.0,PT20S,CGvkwuZjLHo,"Bernard Park ""All day"" M/V",2022-09-06 03:00:07+00:00,PT3M45S,354775.0,68.0
